Movement ID,Customer,Shipper Location,Origin City,Origin State,Origin Zip,Consignee,Dest City,Dest State,Dest Zip,Ship Date,Del Date,Equipment,Weight,Miles,Customer Charge,Carrier Pay,Fuel Surcharge,Margin,Margin %,Rate Per Mile,Status,Commodity,Carrier Name,Carrier MC,Driver,Dispatcher,Sales Rep,Reference,Temperature
CW-50066,PepsiCo,PepsiCo Tampa Warehouse,Tampa,FL,33602,PepsiCo Distribution Center,Norfolk,VA,23501,2026-03-19,2026-03-21,Reefer,42000,760,4864,3745,438,681,14.0,6.40,delivered,Beverages,Blue Ridge Transport,MC-123450,Steven Wilson,Luka Cipovic,Brendaly Rivera,PO-38364,34F
CW-50067,Coca-Cola,Coca-Cola Distribution Center,Savannah,GA,31401,Coca-Cola Southeast Plant,Tampa,FL,33602,2026-03-19,2026-03-19,Reefer,41000,400,2560,1894,230,436,17.0,6.40,delivered,Beverages,Sunbelt Carriers LLC,MC-618342,Carlos Williams,Natasa Parenta,Brendaly Rivera,BOL-29418,34F
CW-50068,PepsiCo,PepsiCo Southeast Hub,Tampa,FL,33602,PepsiCo Store DC,Raleigh,NC,27601,2026-03-19,2026-03-20,Reefer,38000,640,4096,3031,369,696,17.0,6.40,delivered,Beverages,Carolina Freight Corp,MC-667895,William Anderson,Milos Mandic,Brendaly Rivera,PO-38367,34F
CW-50069,Target,Target Distribution Center,Atlanta,GA,30301,Target Regional DC,Charleston,SC,29401,2026-03-19,2026-03-19,Dry Van,26000,300,1680,1243,151,286,17.0,5.60,delivered,Household Goods,Eagle Freight Inc,MC-391054,Michael Lopez,Luka Cipovic,Robert Workman,PO-83319,
CW-50070,PepsiCo,PepsiCo Beverages DC,Tampa,FL,33602,PepsiCo Regional Hub,Pittsburgh,PA,15201,2026-03-19,2026-03-21,Reefer,43000,1010,6464,5586,582,-704,-10.9,6.40,delivered,Beverages,Keystone Carriers Inc,MC-367894,Daniel Martin,Natasa Parenta,Brendaly Rivera,BOL-44598,34F
CW-50071,Boise Paper,Boise Paper Mill,Boise,ID,83701,Boise Paper Distribution,Houston,TX,77001,2026-03-19,2026-03-22,Flatbed,46000,1680,8400,8148,630,-378,-4.5,5.00,delivered,Paper Products,Lone Star Freight,MC-912349,Thomas Moore,Milos Mandic,Robert Workman,PO-72165,
CW-50072,Target,Target Distribution Center,Atlanta,GA,30301,Target Regional DC,Tampa,FL,33602,2026-03-19,2026-03-20,Dry Van,26000,470,2632,1948,237,447,17.0,5.60,delivered,General Merchandise,Gulf Coast Carriers,MC-334561,Robert Garcia,Luka Cipovic,Robert Workman,PO-83322,
CW-50073,Performance Food Group,PFG Foodservice Warehouse,Richmond,VA,23219,PFG Customized Distribution,Norfolk,VA,23501,2026-03-19,2026-03-19,Reefer,29000,92,920,726,74,120,13.0,10.00,delivered,Restaurant Supplies,Cardinal Logistics LLC,MC-678905,James Martinez,Natasa Parenta,Ilija Tojagic,BOL-67872,34F
CW-50074,PepsiCo,PepsiCo Beverages DC,Tampa,FL,33602,PepsiCo Distribution Center,Grand Rapids,MI,49501,2026-03-19,2026-03-21,Reefer,40000,1140,7296,5617,657,1022,14.0,6.40,delivered,Beverages,Great Lakes Express,MC-801238,Jose Davis,Milos Mandic,Brendaly Rivera,PO-38376,34F
CW-50075,Spartan Nash,Spartan Nash DC Grand Rapids,Grand Rapids,MI,49501,Spartan Nash Regional Warehouse,Pittsburgh,PA,15201,2026-03-19,2026-03-20,Reefer,34000,480,3072,2273,277,522,17.0,6.40,delivered,Dairy Products,Keystone Carriers Inc,MC-367894,Victor Taylor,Luka Cipovic,Ilija Tojagic,PO-51964,34F
CW-50076,PepsiCo,Frito-Lay Distribution,Atlanta,GA,30301,PepsiCo Cross-Dock Facility,Charlotte,NC,28201,2026-03-19,2026-03-19,Reefer,35000,250,1600,1184,144,272,17.0,6.40,delivered,Snack Foods,Patriot Trucking Corp,MC-502187,Pedro Anderson,Natasa Parenta,Brendaly Rivera,BOL-44605,34F
CW-50077,FedEx Ground,FedEx Ground Distribution,Edison,NJ,08817,FedEx Ground Hub,Richmond,VA,23219,2026-03-19,2026-03-20,Dry Van,24000,330,1848,1368,166,314,17.0,5.60,delivered,E-Commerce Packages,Tri-State Hauling Inc,MC-345672,Steven Brown,Milos Mandic,Robert Workman,PO-78272,
CW-50078,Performance Food Group,PFG Customized Distribution,Charlotte,NC,28201,PFG Foodservice Warehouse,Charleston,SC,29401,2026-03-19,2026-03-20,Reefer,31000,200,1280,947,115,218,17.0,6.40,delivered,Restaurant Supplies,Eagle Freight Inc,MC-391054,Mark Hernandez,Luka Cipovic,Ilija Tojagic,BOL-67870,34F
CW-50079,Coca-Cola,Coca-Cola Bottling Consolidated,Atlanta,GA,30301,Coca-Cola Distribution Center,Greensboro,NC,27401,2026-03-19,2026-03-20,Reefer,42000,340,2176,1610,196,370,17.0,6.40,delivered,Syrup Concentrate,Carolina Freight Corp,MC-667895,David Williams,Natasa Parenta,Brendaly Rivera,BOL-29425,34F
CW-50080,PepsiCo,PepsiCo Southeast Hub,Jacksonville,FL,32202,PepsiCo Distribution Center,Miami,FL,33101,2026-03-20,2026-03-20,Reefer,36000,55,880,710,79,91,10.3,16.00,delivered,Beverages,Seminole Express,MC-889016,Thomas Lopez,Milos Mandic,Brendaly Rivera,PO-38385,34F
CW-50081,Kroger,Kroger Distribution Center,Cincinnati,OH,45201,Kroger Fresh Foods DC,Columbus,OH,43201,2026-03-20,2026-03-20,Reefer,32000,108,864,640,78,146,16.9,8.00,delivered,Grocery Products,Buckeye Freight Systems,MC-256783,Carlos Martin,Luka Cipovic,Ilija Tojagic,PO-55921,34F
CW-50082,PepsiCo,PepsiCo Beverages DC,Tampa,FL,33602,PepsiCo Store DC,Newark,NJ,07102,2026-03-20,2026-03-22,Reefer,44000,1090,6976,6070,628,278,4.0,6.40,in_transit,Beverages,Empire State Trucking,MC-778906,William Garcia,Natasa Parenta,Brendaly Rivera,PO-38388,34F
CW-50083,Target,Target Regional DC,Charlotte,NC,28201,Target Distribution Center,Orlando,FL,32801,2026-03-20,2026-03-21,Dry Van,25000,530,2968,2196,267,505,17.0,5.60,delivered,Seasonal Products,Swift Transport LLC,MC-284927,Michael Thomas,Milos Mandic,Robert Workman,PO-83326,
CW-50084,PepsiCo,Gatorade Production Facility,Tampa,FL,33602,PepsiCo Regional Hub,Atlanta,GA,30301,2026-03-20,2026-03-20,Reefer,38000,460,2944,2179,265,500,17.0,6.40,delivered,Sports Drinks,Sunbelt Carriers LLC,MC-618342,Jose Moore,Luka Cipovic,Brendaly Rivera,BOL-44615,34F
CW-50085,Performance Food Group,PFG Southeast DC,Charlotte,NC,28201,PFG Foodservice Warehouse,Savannah,GA,31401,2026-03-20,2026-03-20,Reefer,31000,270,1728,1279,156,293,17.0,6.40,delivered,Fresh Produce,Copperhead Carriers,MC-223451,Daniel Davis,Natasa Parenta,Ilija Tojagic,BOL-67879,34F
CW-50086,PepsiCo,PepsiCo Beverages DC,Jacksonville,FL,32202,PepsiCo Warehouse A,Augusta,GA,30901,2026-03-20,2026-03-20,Reefer,37000,280,1792,1326,161,305,17.0,6.40,delivered,Beverages,Eagle Freight Inc,MC-391054,Robert Martinez,Milos Mandic,Brendaly Rivera,PO-38394,34F
CW-50087,PepsiCo,PepsiCo Tampa Warehouse,Tampa,FL,33602,PepsiCo Distribution Center,Harrisburg,PA,17101,2026-03-20,2026-03-22,Reefer,41000,970,6208,4780,559,869,14.0,6.40,in_transit,Beverages,Keystone Carriers Inc,MC-367894,Mark Garcia,Luka Cipovic,Brendaly Rivera,PO-38397,34F
CW-50088,Spartan Nash,Spartan Nash Distribution,Lansing,MI,48901,Spartan Nash DC Grand Rapids,Grand Rapids,MI,49501,2026-03-20,2026-03-20,Reefer,33000,62,868,700,78,90,10.4,14.00,delivered,Grocery Products,Wolverine Freight Inc,MC-112349,Steven Wilson,Natasa Parenta,Ilija Tojagic,PO-51971,34F
CW-50089,Coca-Cola,Coca-Cola Southeast Plant,Atlanta,GA,30301,Coca-Cola Bottling Consolidated,Tampa,FL,33602,2026-03-20,2026-03-20,Reefer,43000,470,3008,2225,271,512,17.0,6.40,delivered,Bottled Water,Gulf Coast Carriers,MC-334561,James Taylor,Milos Mandic,Brendaly Rivera,BOL-29435,34F
CW-50090,Coca-Cola,Coca-Cola Distribution Center,Atlanta,GA,30301,Coca-Cola Southeast Plant,Charlotte,NC,28201,2026-03-20,2026-03-20,Reefer,43000,250,1600,1184,144,272,17.0,6.40,delivered,Beverages,Patriot Trucking Corp,MC-502187,Carlos Brown,Luka Cipovic,Brendaly Rivera,PO-29432,34F
CW-50091,FedEx Ground,FedEx Ground Hub,Newark,NJ,07102,FedEx Ground Sort Facility,Philadelphia,PA,19101,2026-03-20,2026-03-20,Dry Van,22000,90,810,632,65,113,13.9,9.00,delivered,Ground Parcels,Evergreen Transport LLC,MC-478905,William Anderson,Natasa Parenta,Robert Workman,BOL-78283,
CW-50092,PepsiCo,PepsiCo Southeast Hub,Orlando,FL,32801,PepsiCo Distribution Center,Raleigh,NC,27601,2026-03-20,2026-03-21,Reefer,39000,590,3776,2794,340,642,17.0,6.40,delivered,Beverages,Carolina Freight Corp,MC-667895,Pedro Lopez,Milos Mandic,Brendaly Rivera,PO-38403,34F
CW-50093,Boise Paper,Boise Cascade Packaging,Idaho Falls,ID,83401,Boise Paper Distribution,Sacramento,CA,95814,2026-03-20,2026-03-22,Flatbed,44000,620,3100,2976,248,-124,-4.0,5.00,in_transit,Cardboard Rolls,Pacific Coast Logistics,MC-834528,Thomas Williams,Luka Cipovic,Robert Workman,PO-72170,
CW-50094,PepsiCo,PepsiCo Beverages DC,Tampa,FL,33602,PepsiCo Warehouse A,Savannah,GA,31401,2026-03-20,2026-03-20,Reefer,37000,310,1984,1468,179,337,17.0,6.40,delivered,Beverages,Sunbelt Carriers LLC,MC-618342,David Hernandez,Natasa Parenta,Brendaly Rivera,BOL-44630,34F
CW-50095,Target,Target Distribution Center,Edison,NJ,08817,Target Import Warehouse,Charlotte,NC,28201,2026-03-20,2026-03-21,Dry Van,27000,570,3192,2362,287,543,17.0,5.60,in_transit,General Merchandise,Tri-State Hauling Inc,MC-345672,Michael Martin,Milos Mandic,Robert Workman,PO-83333,
CW-50096,PepsiCo,Gatorade Production Facility,Lakeland,FL,33801,PepsiCo Cross-Dock Facility,Newark,NJ,07102,2026-03-20,2026-03-22,Reefer,40000,1050,6720,5174,605,941,14.0,6.40,in_transit,Sports Drinks,Empire State Trucking,MC-778906,Jose Anderson,Luka Cipovic,Brendaly Rivera,PO-38409,34F
CW-50097,Performance Food Group,PFG Customized Distribution,Raleigh,NC,27601,PFG Southeast DC,Atlanta,GA,30301,2026-03-20,2026-03-21,Reefer,30000,410,2624,1942,236,446,17.0,6.40,delivered,Restaurant Supplies,Eagle Freight Inc,MC-391054,Robert Wilson,Natasa Parenta,Ilija Tojagic,BOL-67886,34F
CW-50098,FedEx Ground,FedEx Ground Distribution,Philadelphia,PA,19101,FedEx Ground Hub,Charlotte,NC,28201,2026-03-20,2026-03-21,Dry Van,24000,570,3192,2780,287,125,3.9,5.60,delivered,E-Commerce Packages,Tri-State Hauling Inc,MC-345672,Daniel Thomas,Milos Mandic,Robert Workman,BOL-78290,
CW-50099,PepsiCo,Frito-Lay Distribution,Jacksonville,FL,32202,PepsiCo Store DC,Charlotte,NC,28201,2026-03-20,2026-03-21,Reefer,35000,540,3456,2488,311,657,19.0,6.40,delivered,Snack Foods,Patriot Trucking Corp,MC-502187,Mark Davis,Luka Cipovic,Brendaly Rivera,BOL-44638,34F
CW-50100,Spartan Nash,Spartan Nash Regional Warehouse,Grand Rapids,MI,49501,Spartan Nash Distribution,Detroit,MI,48201,2026-03-20,2026-03-20,Reefer,34000,75,900,702,72,126,14.0,12.00,delivered,Frozen Foods,Great Lakes Express,MC-801238,Steven Garcia,Natasa Parenta,Ilija Tojagic,PO-51978,-10F
CW-50101,PepsiCo,PepsiCo Tampa Warehouse,Tampa,FL,33602,PepsiCo Warehouse A,Norfolk,VA,23501,2026-03-21,2026-03-22,Reefer,42000,760,4864,3745,438,681,14.0,6.40,in_transit,Beverages,Blue Ridge Transport,MC-123450,James Brown,Milos Mandic,Brendaly Rivera,PO-38418,34F
CW-50102,Coca-Cola,Coca-Cola Southeast Plant,Savannah,GA,31401,Coca-Cola Bottling Consolidated,Atlanta,GA,30301,2026-03-21,2026-03-21,Reefer,41000,250,1600,1184,144,272,17.0,6.40,delivered,Bottled Water,Copperhead Carriers,MC-223451,Carlos Anderson,Luka Cipovic,Brendaly Rivera,BOL-29439,34F
CW-50103,PepsiCo,PepsiCo Southeast Hub,Tampa,FL,33602,PepsiCo Regional Hub,Raleigh,NC,27601,2026-03-21,2026-03-22,Reefer,38000,640,4096,3031,369,696,17.0,6.40,in_transit,Beverages,Carolina Freight Corp,MC-667895,William Martinez,Natasa Parenta,Brendaly Rivera,PO-38421,34F
CW-50104,Kroger,Kroger Peyton Distribution,Cleveland,OH,44101,Kroger Distribution Center,Chicago,IL,60601,2026-03-21,2026-03-22,Reefer,33000,350,2240,1659,202,379,17.0,6.40,in_transit,Grocery Products,Heartland Trucking Co,MC-456783,Michael Williams,Milos Mandic,Ilija Tojagic,PO-55928,34F
CW-50105,PepsiCo,PepsiCo Beverages DC,Orlando,FL,32801,PepsiCo Distribution Center,Atlanta,GA,30301,2026-03-21,2026-03-21,Reefer,37000,440,2816,2084,253,479,17.0,6.40,delivered,Beverages,Swift Transport LLC,MC-284927,Pedro Taylor,Luka Cipovic,Brendaly Rivera,BOL-44645,34F
CW-50106,Target,Target Regional DC,Atlanta,GA,30301,Target Distribution Center,Jacksonville,FL,32202,2026-03-21,2026-03-22,Dry Van,25000,350,1960,1450,176,334,17.0,5.60,in_transit,Seasonal Products,Eagle Freight Inc,MC-391054,Thomas Anderson,Natasa Parenta,Robert Workman,PO-83340,
CW-50107,PepsiCo,Gatorade Production Facility,Tampa,FL,33602,PepsiCo Cold Storage Facility,Cleveland,OH,44101,2026-03-21,2026-03-23,Reefer,40000,1060,6784,5222,611,951,14.0,6.40,in_transit,Sports Drinks,Buckeye Freight Systems,MC-256783,Robert Lopez,Milos Mandic,Brendaly Rivera,PO-38427,34F
CW-50108,FedEx Ground,FedEx Ground Sort Facility,Philadelphia,PA,19101,FedEx Ground Distribution,Harrisburg,PA,17101,2026-03-21,2026-03-21,Dry Van,23000,105,840,622,76,142,16.9,8.00,delivered,Parcel Freight,Allegheny Freight Co,MC-445673,David Martin,Luka Cipovic,Robert Workman,BOL-78294,
CW-50109,PepsiCo,PepsiCo Beverages DC,Tampa,FL,33602,PepsiCo Distribution Center,Greenville,SC,29601,2026-03-21,2026-03-22,Reefer,39000,490,3136,2321,282,533,17.0,6.40,in_transit,Beverages,Patriot Trucking Corp,MC-502187,Jose Hernandez,Natasa Parenta,Brendaly Rivera,PO-38430,34F
CW-50110,Performance Food Group,PFG Foodservice Warehouse,Norfolk,VA,23501,PFG Southeast DC,Charlotte,NC,28201,2026-03-21,2026-03-22,Reefer,31000,320,2048,1516,184,348,17.0,6.40,in_transit,Frozen Entrees,Cardinal Logistics LLC,MC-678905,Mark Wilson,Milos Mandic,Ilija Tojagic,BOL-67893,-10F
CW-50111,Kroger,Kroger Fresh Foods DC,Cincinnati,OH,45201,Kroger Distribution Center,Columbus,OH,43201,2026-03-21,2026-03-21,Reefer,33000,108,864,640,78,146,16.9,8.00,in_transit,Bakery Items,Buckeye Freight Systems,MC-256783,Steven Davis,Luka Cipovic,Ilija Tojagic,PO-55930,34F
CW-50112,PepsiCo,PepsiCo Tampa Warehouse,Jacksonville,FL,32202,PepsiCo Store DC,Augusta,GA,30901,2026-03-21,2026-03-21,Reefer,37000,280,1792,1326,161,305,17.0,6.40,delivered,Beverages,Sunbelt Carriers LLC,MC-618342,Daniel Anderson,Natasa Parenta,Brendaly Rivera,PO-38436,34F
CW-50113,Coca-Cola,Coca-Cola Distribution Center,Atlanta,GA,30301,Coca-Cola Southeast Plant,Miami,FL,33101,2026-03-21,2026-03-22,Reefer,43000,660,4224,3126,380,718,17.0,6.40,in_transit,Beverages,Swift Transport LLC,MC-284927,Carlos Garcia,Milos Mandic,Brendaly Rivera,PO-29446,34F
CW-50114,PepsiCo,PepsiCo Southeast Hub,Lakeland,FL,33801,PepsiCo Distribution Center,Roanoke,VA,24011,2026-03-21,2026-03-23,Reefer,38000,750,4800,3696,432,672,14.0,6.40,dispatched,Beverages,Blue Ridge Transport,MC-123450,William Brown,Luka Cipovic,Brendaly Rivera,BOL-44658,34F
CW-50115,Spartan Nash,Spartan Nash DC Grand Rapids,Grand Rapids,MI,49501,Spartan Nash Distribution,Cleveland,OH,44101,2026-03-21,2026-03-22,Reefer,34000,300,1920,1421,173,326,17.0,6.40,dispatched,Dairy Products,Redline Freight Corp,MC-667894,Michael Hernandez,Natasa Parenta,Ilija Tojagic,PO-51985,34F
CW-50116,PepsiCo,PepsiCo Beverages DC,Tampa,FL,33602,PepsiCo Warehouse A,Philadelphia,PA,19101,2026-03-21,2026-03-23,Reefer,41000,1020,6528,5026,587,915,14.0,6.40,dispatched,Beverages,Keystone Carriers Inc,MC-367894,Thomas Martinez,Milos Mandic,Brendaly Rivera,PO-38442,34F
CW-50117,Boise Paper,Boise Paper Mill,Boise,ID,83701,Boise Paper Distribution,Los Angeles,CA,90001,2026-03-21,2026-03-23,Flatbed,45000,840,4200,3864,336,0,0.0,5.00,dispatched,Paper Products,Pacific Coast Logistics,MC-834528,Robert Taylor,Luka Cipovic,Robert Workman,PO-72175,
CW-50118,PepsiCo,Gatorade Production Facility,Orlando,FL,32801,PepsiCo Cross-Dock Facility,Atlanta,GA,30301,2026-03-21,2026-03-22,Reefer,38000,440,2816,2084,253,479,17.0,6.40,dispatched,Sports Drinks,Copperhead Carriers,MC-223451,Jose Garcia,Natasa Parenta,Brendaly Rivera,PO-38445,34F
CW-50119,Target,Target Import Warehouse,Camden,NJ,08101,Target Regional DC,Atlanta,GA,30301,2026-03-21,2026-03-22,Dry Van,26000,760,4256,3149,383,724,17.0,5.60,dispatched,General Merchandise,Swift Transport LLC,MC-284927,James Anderson,Milos Mandic,Robert Workman,PO-83347,
CW-50120,Spartan Nash,Spartan Nash DC Grand Rapids,Grand Rapids,MI,49501,Spartan Nash Regional Warehouse,Chicago,IL,60601,2026-03-21,2026-03-22,Reefer,35000,180,1152,853,104,195,16.9,6.40,delivered,Grocery Products,Heartland Trucking Co,MC-456783,Victor Williams,Luka Cipovic,Ilija Tojagic,PO-52000,34F
CW-50121,FedEx Ground,FedEx Ground Hub,Edison,NJ,08817,FedEx Ground Distribution,Pittsburgh,PA,15201,2026-03-21,2026-03-22,Dry Van,21000,370,2072,1533,186,353,17.0,5.60,dispatched,E-Commerce Packages,Allegheny Freight Co,MC-445673,Daniel Lopez,Natasa Parenta,Robert Workman,BOL-78305,
CW-50122,PepsiCo,PepsiCo Tampa Warehouse,Tampa,FL,33602,PepsiCo Distribution Center,Detroit,MI,48201,2026-03-21,2026-03-23,Reefer,40000,1180,7552,6549,680,323,4.3,6.40,dispatched,Beverages,Great Lakes Express,MC-801238,Mark Martin,Milos Mandic,Brendaly Rivera,PO-38451,34F
CW-50123,Performance Food Group,PFG Customized Distribution,Richmond,VA,23219,PFG Foodservice Warehouse,Raleigh,NC,27601,2026-03-21,2026-03-22,Reefer,30000,170,1088,806,98,184,16.9,6.40,dispatched,Restaurant Supplies,Cardinal Logistics LLC,MC-678905,Steven Hernandez,Luka Cipovic,Ilija Tojagic,BOL-67900,34F
CW-50124,PepsiCo,Frito-Lay Distribution,Jacksonville,FL,32202,PepsiCo Store DC,Orlando,FL,32801,2026-03-22,2026-03-22,Reefer,34000,72,936,755,84,97,10.4,13.00,dispatched,Snack Foods,Seminole Express,MC-889016,Carlos Davis,Natasa Parenta,Brendaly Rivera,PO-38454,34F
CW-50125,PepsiCo,PepsiCo Southeast Hub,Tampa,FL,33602,PepsiCo Warehouse A,Charlotte,NC,28201,2026-03-22,2026-03-23,Reefer,39000,570,3648,2702,328,618,16.9,6.40,dispatched,Beverages,Patriot Trucking Corp,MC-502187,William Taylor,Milos Mandic,Brendaly Rivera,PO-38457,34F
CW-50126,Coca-Cola,Coca-Cola Bottling Consolidated,Savannah,GA,31401,Coca-Cola Distribution Center,Raleigh,NC,27601,2026-03-22,2026-03-23,Reefer,42000,380,2432,1800,219,413,17.0,6.40,dispatched,Beverages,Carolina Freight Corp,MC-667895,Michael Anderson,Luka Cipovic,Brendaly Rivera,BOL-29453,34F
CW-50127,PepsiCo,PepsiCo Beverages DC,Orlando,FL,32801,PepsiCo Distribution Center,Newark,NJ,07102,2026-03-22,2026-03-24,Reefer,41000,1020,6528,5026,587,915,14.0,6.40,dispatched,Beverages,Empire State Trucking,MC-778906,Pedro Williams,Luka Cipovic,Brendaly Rivera,PO-38460,34F
CW-50128,Kroger,Kroger Distribution Center,Columbus,OH,43201,Kroger Fresh Foods DC,Detroit,MI,48201,2026-03-22,2026-03-23,Reefer,33000,260,1664,1231,150,283,17.0,6.40,dispatched,Frozen Foods,Wolverine Freight Inc,MC-112349,Thomas Brown,Natasa Parenta,Ilija Tojagic,PO-55935,-10F
CW-50129,PepsiCo,PepsiCo Tampa Warehouse,Tampa,FL,33602,PepsiCo Cold Storage Facility,Atlanta,GA,30301,2026-03-22,2026-03-22,Reefer,37000,460,2944,2179,265,500,17.0,6.40,dispatched,Beverages,Gulf Coast Carriers,MC-334561,Robert Garcia,Milos Mandic,Brendaly Rivera,BOL-44675,34F
CW-50130,Spartan Nash,Spartan Nash Distribution,Detroit,MI,48201,Spartan Nash DC Grand Rapids,Grand Rapids,MI,49501,2026-03-22,2026-03-22,Reefer,34000,72,864,676,69,119,13.8,12.00,covered,Grocery Products,Great Lakes Express,MC-801238,David Martinez,Luka Cipovic,Ilija Tojagic,PO-51992,34F
CW-50131,PepsiCo,Gatorade Production Facility,Lakeland,FL,33801,PepsiCo Regional Hub,Roanoke,VA,24011,2026-03-22,2026-03-24,Reefer,40000,780,4992,3844,449,699,14.0,6.40,covered,Sports Drinks,Blue Ridge Transport,MC-123450,James Lopez,Natasa Parenta,Brendaly Rivera,PO-38466,34F
